Status,IPAddress,Progress,Duration (in seconds),Finished,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q_RecaptchaScore,timer_First Click,timer_Last Click,timer_Page Submit,timer_Click Count,consent,gender,age,race,ethnicity,educ,marstat,employstat,income,pid7,ideo5,religion,ethnocentrism_1,ethnocentrism_2,ethnocentrism_3,ethnocentrism_4,ethnocentrism_5,monitor1,monitor2,monitor3,attention1,imm1,imm2,imm3,govtrust1,govtrust2,govtrust3,electiontrust1,electiontrust2,electiontrust3,votesconf1,votesconf2,attention2,vf_thoughts,vf_happens,vf_white_collar,vf_elect2020,attention3,vf_problem,vf_concern,vf_solutions,vf_solutions_9_TEXT,irr1,1_select1,2_select1,3_select1,4_select1,5_select1,6_select1,7_select1,8_select1,9_select1,10_select1,irr2,choice1_gender1,choice1_gender2,choice1_education1,choice1_education2,choice1_education3,choice1_country1,choice1_country2,choice1_country3,choice1_country4,choice1_country5,choice1_country6,choice1_englishprof1,choice1_englishprof2,choice1_conviction1,choice1_conviction2,choice1_citizen1,choice1_citizen2
IP Address,69.247.34.72,100,1638,TRUE,R_5AEA2zCId0PVSsg,,,,,26.6786,-82.0263,anonymous,EN,1,255.131,255.131,258.328,1,"Yes, I consent",Male,45 - 54,Black or African American,No,"Associate degree (e.g. AA, AS)",Single (never married),Unemployed,"Less than $19,999",Strong Democrat,Very Liberal,Nothing in particular,41,78,89,85,88,Never,Very Poor,Never,CORRECT,Increased a little,Decreased a little,Somewhat likely,A moderate amount,For the benefit of all people,A few,Very accurately,A moderate amount,Occasionally,Very confident,Very confident,CORRECT,I think about crazy people trying to cast more than one vote. They are most often caught and sent to jail.,"Voter fraud does happen but it very small, and doesn't make any difference.",Yes,Not at all,CORRECT,Not at all,Only when there is concrete evidence of widespread voter fraud,Non-partisan commissions that oversee elections,,Profile 1,Profile 1,Profile 1,Profile 2,Profile 1,Profile 1,Profile 1,Profile 2,Profile 2,Profile 1,Profile 1,Profile 2,Male,Female,High school diploma,Less than high school,College degree,China,China,China,China,China,China,Fluent English,Fluent English,Prior conviction (not voting related),Prior conviction (not voting related),No,No
IP Address,107.72.178.40,100,586,TRUE,R_2Hdcb1piETMUttb,,,,,28.6344,-81.6221,anonymous,EN,1,1.362,5.354,6.43,2,"Yes, I consent",Female,25 - 34,Black or African American,No,"Bachelor's degree (e.g. BA, BS)",Single (never married),Employed full time (30 or more hours per week),"$40,000 - $49,999",Lean Democrat,Liberal,Nothing in particular,65,100,100,100,85,Never,Good,Once in a while,CORRECT,Kept the same as it is now,Decreased a lot,Extremely unlikely,A little,Run by a few big interests,Most,Very accurately,A moderate amount,Occasionally,Somewhat confident,Somewhat unconfident,CORRECT,"While I don’t agree with voter fraud, I do believe that our government has intentionally made it so that many people who should be able to vote cannot. With rising political unrest, I’m not surprised people would lie in order for an opportunity to give their vote.  ",I think that smaller counties with less stringent processes allow for people to fall through the cracks. ,Yes,Somewhat,A moderate amount,A moderate amount,"Always, even when there is no evidence",Incarcerate individuals guilty of committing voter fraud,,Profile 1,Profile 2,Profile 1,Profile 1,Profile 2,Profile 1,Profile 2,Profile 2,Profile 2,Profile 1,Profile 1,Profile 2,Male,Female,High school diploma,High school diploma,College degree,Germany,Germany,Germany,Germany,Germany,Germany,Fluent English,Fluent English,No prior conviction,Prior conviction (not voting related),No,No
IP Address,73.240.221.47,100,707,TRUE,R_52mbugeJQBRBaOR,,,,,46.1478,-122.9711,anonymous,EN,0.100000001,3.96,3.96,4.954,1,"Yes, I consent",Female,35 - 44,Asian,No,"Bachelor's degree (e.g. BA, BS)","Married, or in a domestic partnership",Unemployed,"Over $100,000",Not very strong Democrat,Liberal,Atheist,52,61,62,53,52,About half the time,Fair,Once in a while,CORRECT,Kept the same as it is now,Increased a little,Neither likely nor unlikely,A little,Run by a few big interests,About half,Very accurately,A moderate amount,Occasionally,Very confident,Somewhat confident,CORRECT,"I think about people who fraudulently vote multiple times, especially those who accuse other people of voter fraud when they themselves take part in it.","I think voter fraud happens when people try to vote more than once by sending in multiple ballots by mail with different identities. For example, voting on behalf of a dead relative or person.",Yes,Not at all,CORRECT,A little,Only in closely contested elections,Non-partisan commissions that oversee elections,,Profile 1,Profile 2,Profile 1,Profile 1,Profile 1,Profile 1,Profile 1,Profile 2,Profile 2,Profile 1,Profile 1,Profile 1,Female,Male,High school diploma,Less than high school,Less than high school,Mexico,Mexico,Mexico,Mexico,Mexico,Mexico,Fluent English,Fluent English,No prior conviction,No prior conviction,No,No
IP Address,98.26.54.104,100,982,TRUE,R_2KOqLAccW0zBLSF,,,,,36.0897,-78.9297,anonymous,EN,0.899999976,6.78,8.578,10.601,2,"Yes, I consent",Female,55 - 64,White,No,"Bachelor's degree (e.g. BA, BS)","Married, or in a domestic partnership",Employed part time (29 or less hours per week),"$50,000 - $59,999",Lean Democrat,Moderate,Protestant,100,100,100,100,100,Never,Poor,Never,CORRECT,Decreased a little,Increased a little,Neither likely nor unlikely,A little,For the benefit of all people,A few,Completely accurately,A great deal,Rarely,Very confident,Very confident,CORRECT,I think about people using someone else's name to vote for someone.,"I think voter fraud can happen if someone uses someone else's name to vote, instead of using their own name. Or using their name, as well.",Yes,Not at all,CORRECT,Not at all,It's not a significant concern,Stricter voter identification requirements and verification,,Profile 1,Profile 1,Profile 1,Profile 1,Profile 1,Profile 1,Profile 2,Profile 1,Profile 1,Profile 1,Profile 2,Profile 1,Male,Female,High school diploma,College degree,Less than high school,USA,USA,USA,USA,USA,USA,fluent English,fluent English,No prior conviction,No prior conviction,Yes,Yes
IP Address,24.35.36.82,100,482,TRUE,R_7JfImSk1BCOPpjc,,,,,30.2337,-85.6421,anonymous,EN,0.899999976,5.198,5.198,6.224,1,"Yes, I consent",Male,25 - 34,White,No,"Bachelor's degree (e.g. BA, BS)",Single (never married),Unable to work,"Less than $19,999",Independent,Moderate,Nothing in particular,75,30,50,48,53,Never,Very Poor,Once in a while,Florida,Kept the same as it is now,Kept the same as it is now,Somewhat unlikely,A little,Run by a few big interests,About half,Very accurately,A moderate amount,Rarely,Very confident,Somewhat unconfident,CORRECT,I think about people stuffing ballot boxes with fake votes or something.,I think people either vote more than once or send in ballots for dead relatives or something.,Yes,A little,CORRECT,A little,It's not a significant concern,Non-partisan commissions that oversee elections,,Profile 2,Profile 1,Profile 1,Profile 1,Profile 1,Profile 1,Profile 2,Profile 1,Profile 2,Profile 2,Profile 1,Profile 1,Male,Male,High school diploma,Less than high school,College degree,Germany,Germany,Germany,Germany,Germany,Germany,Broken English,Broken English,Prior conviction (not voting related),No prior conviction,Yes,Yes
IP Address,64.112.240.30,100,591,TRUE,R_50o3YJgrcDSbrpK,,,,,35.6305,-95.9665,anonymous,EN,1,21.502,86.438,86.775,7,"Yes, I consent",Male,25 - 34,White,No,"Associate degree (e.g. AA, AS)",Single (never married),Employed full time (30 or more hours per week),"$30,000 - $39,999",Independent,Very Liberal,Atheist,50,50,50,50,50,Once in a while,Poor,Once in a while,CORRECT,Increased a little,Decreased a lot,Extremely unlikely,Not at all,Run by a few big interests,All,Moderately accurately,Not at all,Very often,Somewhat unconfident,Unconfident,CORRECT,I think of Trump arguing about voter fraud causing him to lose an election.,"I don't think voter fraud happens nearly as often as the people arguing about it seem to think. I think it is very few people who are obsessed with their choice being successful that they attempt to ""stuff the ballot box"" to make sure they win.",Yes,Not at all,CORRECT,A little,Only when there is concrete evidence of widespread voter fraud,Secure voting systems,,Profile 1,Profile 2,Profile 2,Profile 2,Profile 1,Profile 2,Profile 1,Profile 1,Profile 1,Profile 1,Profile 1,Profile 2,Female,Male,College degree,College degree,High school diploma,Guatemala,Guatemala,Guatemala,Guatemala,Guatemala,Guatemala,Broken English,Broken English,No prior conviction,Prior conviction (not voting related),Yes,Yes
IP Address,69.181.18.0,100,699,TRUE,R_5iKhtnWiNG0WDzr,,,,,37.7958,-122.4203,anonymous,EN,1,9.791,9.791,24.115,1,"Yes, I consent",Male,25 - 34,White,No,"Bachelor's degree (e.g. BA, BS)",Single (never married),Unemployed,"$90,000 - $99,999",Strong Democrat,Very Liberal,Atheist,90,90,90,90,95,Never,Poor,Once in a while,CORRECT,Increased a little,Decreased a little,Extremely unlikely,A moderate amount,Run by a few big interests,About half,Completely accurately,A great deal,Rarely,Very confident,Very confident,CORRECT,I think that wide scale voter fraud is mainly a myth and doesn't impact elections in any meaningful way.,I have no clue. I just don't think there is a consistent method of voter fraud that works.,No,Not at all,CORRECT,Not at all,Only when there is concrete evidence of widespread voter fraud,Fine individuals guilty of committing voter fraud,,Profile 1,Profile 1,Profile 1,Profile 1,Profile 1,Profile 2,Profile 2,Profile 1,Profile 1,Profile 2,Profile 2,Profile 2,Male,Female,College degree,High school diploma,High school diploma,China,China,China,China,China,China,Broken English,Broken English,Prior conviction (not voting related),Prior conviction (not voting related),No,No
IP Address,208.38.228.105,100,723,TRUE,R_2LvwrdoYJ4IO5uW,,,,,41.5576,-90.5461,anonymous,EN,0.899999976,2.369,7.929,9.735,4,"Yes, I consent",Female,25 - 34,White,No,"Some college, no degree","Married, or in a domestic partnership",Employed full time (30 or more hours per week),"$90,000 - $99,999",Strong Democrat,Liberal,Agnostic,50,50,50,50,50,Once in a while,Very Poor,About half the time,CORRECT,Kept the same as it is now,Kept the same as it is now,Extremely unlikely,Not at all,Run by a few big interests,All,Completely accurately,A lot,Rarely,Very confident,Very confident,CORRECT,"I think that voter fraud is more rare than the media would have people believe, but does happen. I don’t think it is a crisis however. The small amount of individuals who engage in should be punished and the voting system otherwise operationally kept the same as it currently is. ","I think that there are a small amount of individuals who commit voter fraud, but that it is not a wide scale problem. Maybe someone voting for their significant other, kids, or elderly family without their knowledge. ",Yes,Not at all,CORRECT,A little,Only when there is concrete evidence of widespread voter fraud,Secure voting systems,,Profile 1,Profile 2,Profile 2,Profile 2,Profile 2,Profile 1,Profile 1,Profile 2,Profile 2,Profile 2,Profile 1,Profile 2,Male,Female,Less than high school,College degree,High school diploma,USA,USA,USA,USA,USA,USA,fluent English,fluent English,Prior conviction (not voting related),Prior conviction (not voting related),Yes,Yes
IP Address,69.180.183.226,100,575,TRUE,R_5HhmIeCfpOnc9Bh,,,,,45.128,-93.4586,anonymous,EN,1,3.791,3.791,4.935,1,"Yes, I consent",Female,55 - 64,White,No,"Bachelor's degree (e.g. BA, BS)",Divorced,Unable to work,"Less than $19,999",Independent,Moderate,Roman Catholic,85,85,85,85,85,Never,Very Poor,Never,Minnesota,Increased a little,Decreased a lot,Somewhat unlikely,A little,Run by a few big interests,All,Very accurately,A lot,Rarely,Very confident,Somewhat confident,CORRECT,I think about Joe Kennedy and the corrupt politicians in Chicago who cheated to get JFK elected.,"I'm sure it happens, but people are far savvier now than in the early 60s, and some fraud is not enough to sway an election any longer.",Yes,A little,Somewhat,Not at all,Only when there is concrete evidence of widespread voter fraud,Stricter voter identification requirements and verification,,Profile 1,Profile 1,Profile 1,Profile 1,Profile 1,Profile 1,Profile 1,Profile 1,Profile 1,Profile 1,Profile 2,Profile 2,Female,Female,High school diploma,Less than high school,High school diploma,Germany,Germany,Germany,Germany,Germany,Germany,Broken English,Broken English,No prior conviction,No prior conviction,No,No
IP Address,50.4.73.187,100,508,TRUE,R_5RrtrDtxTrfpstZ,,,,,42.5667,-84.8408,anonymous,EN,0.899999976,1.346,3.669,21.418,3,"Yes, I consent",Female,25 - 34,White,No,"Bachelor's degree (e.g. BA, BS)","Married, or in a domestic partnership",Employed full time (30 or more hours per week),"Over $100,000",Strong Democrat,Liberal,Agnostic,50,50,87,93,50,Most of the time,Fair,About half the time,CORRECT,Kept the same as it is now,Increased a little,Extremely unlikely,Not at all,Run by a few big interests,Most,Very accurately,A lot,Rarely,Very confident,Very confident,CORRECT,"Often Republicans that think the other side is doing it, so then they do it themselves. I think about the people that tried to vote twice or vote on behalf of someone else.","It is very rare, and when it does happen it almost always gets caught. It is not common at all.",Yes,Not at all,CORRECT,Not at all,Only when there is concrete evidence of widespread voter fraud,Incarcerate individuals guilty of committing voter fraud,,Profile 1,Profile 2,Profile 2,Profile 2,Profile 2,Profile 1,Profile 2,Profile 2,Profile 1,Profile 1,Profile 1,Profile 2,Female,Male,Less than high school,Less than high school,College degree,Guatemala,Guatemala,Guatemala,Guatemala,Guatemala,Guatemala,Broken English,Broken English,No prior conviction,No prior conviction,No,No
IP Address,47.197.20.83,100,472,TRUE,R_7BfAdj6umadxVNP,,,,,28.2365,-82.3289,anonymous,EN,0.699999988,1.502,3.445,4.038,2,"Yes, I consent",Male,18 - 24,White,Yes,High school degree or equivalent (e.g. GED),Single (never married),Self-employed,"$20,000 - $29,999",Strong Democrat,Liberal,Agnostic,45,85,75,50,70,Never,Poor,Once in a while,CORRECT,Kept the same as it is now,Decreased a lot,Neither likely nor unlikely,A moderate amount,Run by a few big interests,Most,Completely accurately,A great deal,Rarely,Very confident,Very confident,CORRECT,"Actual voter fraud, like 1 person casting multiple ballots instead of only casting one.","Like I said, when someone does something like cast multiple ballots with the same name & info.",No,Not at all,CORRECT,Not at all,Only when there is concrete evidence of widespread voter fraud,Fine individuals guilty of committing voter fraud,,Profile 2,Profile 2,Profile 1,Profile 1,Profile 2,Profile 1,Profile 1,Profile 2,Profile 2,Profile 1,Profile 2,Profile 1,Female,Male,College degree,Less than high school,College degree,Germany,Germany,Germany,Germany,Germany,Germany,Fluent English,Fluent English,No prior conviction,No prior conviction,Yes,Yes
IP Address,71.235.10.173,100,586,TRUE,R_2JKJoRmgZR0da1d,,,,,43.0682,-70.7948,anonymous,EN,0.899999976,5.54,5.54,6.669,1,"Yes, I consent",Female,55 - 64,White,No,"Bachelor's degree (e.g. BA, BS)","Married, or in a domestic partnership",Employed full time (30 or more hours per week),"Over $100,000",Strong Democrat,Very Liberal,Nothing in particular,28,70,50,65,66,Never,Poor,Once in a while,CORRECT,Decreased a little,Kept the same as it is now,Extremely unlikely,A little,Run by a few big interests,About half,Very accurately,A lot,Fairly often,Very confident,Very confident,CORRECT,"I think it is a way that Donald Trump and the republicans explain why he lost the election in 2020, but in real practice it is very rare","I think this is a very rare occurrence. If anything we need to make it easier for people to vote, not harder",Yes,Not at all,CORRECT,Not at all,It's not a significant concern,Secure voting systems,,Profile 2,Profile 2,Profile 1,Profile 2,Profile 2,Profile 1,Profile 2,Profile 1,Profile 1,Profile 2,Profile 1,Profile 2,Female,Male,College degree,Less than high school,High school diploma,Germany,Germany,Germany,Germany,Germany,Germany,Broken English,Broken English,No prior conviction,Prior conviction (not voting related),Yes,Yes
