Progress,Duration (in seconds),DistributionChannel,Q_RecaptchaScore,Q89_First Click,Q89_Last Click,Q89_Page Submit,Q89_Click Count,consent,gender,age,race,ethnicity,educ,marstat,employstat,income,pid7,ideo5,religion,religion_important,1_select1,2_select1,3_select1,4_select1,5_select1,6_select1,7_select1,8_select1,9_select1,10_select1,ethnocentrism_1,ethnocentrism_2,ethnocentrism_3,ethnocentrism_4,ethnocentrism_5,monitor1,monitor2,monitor3,imm1,imm2,imm3,govtrust1,govtrust2,govtrust3,govtrust4,electiontrust1,electiontrust2,electiontrust3,choice1_gender1,choice1_gender2,choice1_education1,choice1_education2,choice1_education3,choice1_country1,choice1_country2,choice1_country3,choice1_country4,choice1_country5,choice1_country6,choice1_englishprof1,choice1_englishprof2,choice1_conviction1,choice1_conviction2,choice1_citizen1,choice1_citizen2
100,145,email,1,6.904,6.904,8.01,1,1,1,1,4,0,2,1,2,1,4,3,7,1,2,1,1,2,1,2,1,2,1,2,56,75,52,82,70,3,3,1,1,5,2,3,3,2,2,4,3,1,Female,Female,no high school,high school diploma,no high school,Russia,Russia,India,China,Germany,Germany,fluent English,fluent English,no prior conviction,prior conviction (not voting related),naturalized,not naturalized
100,864,email,1,28.937,28.937,29.754,1,1,1,1,4,0,5,1,7,1,4,3,11,1,2,2,2,2,1,1,1,2,2,1,40,92,91,50,80,2,3,2,1,3,4,4,3,4,3,3,3,3,Female,Female,high school diploma,college degree,high school diploma,Afghanistan,Russia,Afghanistan,Russia,China,Russia,broken English,broken English,no prior conviction,no prior conviction,not naturalized,not naturalized
100,451,email,1,4.162,4.162,6.471,1,1,1,1,6,0,3,1,3,5,5,3,5,3,1,2,2,1,2,2,2,1,2,2,50,40,40,80,60,1,3,1,1,3,3,5,3,5,3,3,3,3,Female,Male,no high school,no high school,high school diploma,India,Mexico,China,Mexico,India,Mexico,broken English,broken English,prior conviction (not voting related),no prior conviction,not naturalized,not naturalized
100,1175,email,1,16.14,16.14,18.354,1,1,1,1,1,0,1,1,2,2,5,2,1,2,1,2,2,2,1,1,2,1,1,1,50,50,50,50,50,4,4,3,2,5,4,2,2,5,3,4,2,4,Female,Male,college degree,high school diploma,no high school,Afghanistan,China,India,Afghanistan,China,Afghanistan,fluent English,fluent English,no prior conviction,no prior conviction,not naturalized,naturalized
100,33211,email,1,1.895,3.001,3.842,3,1,1,1,1,0,4,1,3,6,7,5,2,4,1,1,1,2,1,1,1,1,1,2,100,100,100,100,100,3,3,3,3,5,2,5,3,5,5,4,1,5,Female,Female,no high school,no high school,college degree,India,China,Afghanistan,Afghanistan,Mexico,Russia,fluent English,fluent English,prior conviction (not voting related),no prior conviction,not naturalized,naturalized
100,795,email,1,2.249,2.249,2.85,1,1,1,1,6,0,3,1,3,5,5,3,5,3,1,2,2,2,1,1,1,1,2,2,50,40,40,75,50,1,4,1,3,4,4,4,3,4,4,5,5,5,Male,Female,no high school,college degree,no high school,Germany,Afghanistan,Afghanistan,Afghanistan,Afghanistan,Afghanistan,fluent English,fluent English,no prior conviction,no prior conviction,naturalized,not naturalized
100,238,email,1,2.523,2.523,3.355,1,1,0,1,1,0,2,1,3,7,6,3,10,3,1,2,1,2,1,2,2,1,2,2,81,81,80,79,29,2,1,3,3,3,3,3,3,3,4,3,4,2,Female,Female,no high school,no high school,no high school,India,Russia,Germany,Afghanistan,China,China,broken English,fluent English,prior conviction (not voting related),prior conviction (not voting related),naturalized,not naturalized
100,2429,email,1,5.797,379.139,464.488,6,1,0,3,1,0,2,1,3,2,4,2,5,3,1,2,1,2,1,2,2,1,1,1,80,80,80,80,80,1,2,3,1,4,3,2,1,2,1,1,2,3,Female,Male,no high school,no high school,high school diploma,Mexico,China,Afghanistan,China,Mexico,China,fluent English,fluent English,no prior conviction,no prior conviction,not naturalized,naturalized
100,573,email,1,6.858,6.858,7.663,1,1,0,1,2,0,2,1,3,10,4,2,1,4,2,2,2,2,2,1,1,2,1,1,4,80,50,40,100,4,4,4,1,1,1,5,4,5,5,3,3,3,Female,Female,no high school,college degree,college degree,Mexico,India,India,Afghanistan,Afghanistan,Russia,fluent English,fluent English,prior conviction (not voting related),prior conviction (not voting related),not naturalized,naturalized
100,688,email,0.899999976,36.609,36.609,37.716,1,1,0,1,1,0,3,1,3,1,1,1,9,1,1,2,2,1,1,2,1,1,1,1,50,50,50,50,50,2,1,2,1,3,1,5,4,5,3,5,5,5,Male,Female,high school diploma,college degree,college degree,Germany,Mexico,China,Germany,Russia,India,fluent English,fluent English,no prior conviction,no prior conviction,naturalized,naturalized
100,9754,email,1,5.308,5.308,6.08,1,1,1,1,1,0,3,1,3,2,5,3,2,4,2,2,2,1,1,1,1,1,1,2,100,100,100,100,100,3,3,3,2,3,3,3,2,2,2,3,1,3,Male,Female,high school diploma,college degree,no high school,India,Afghanistan,Mexico,Russia,Afghanistan,Germany,fluent English,broken English,no prior conviction,no prior conviction,naturalized,not naturalized
100,55438,email,1,4.25,5.602,6.309,2,1,0,1,1,0,2,1,3,9,6,3,11,2,1,2,2,1,1,2,1,2,2,1,100,71,54,32,69,1,2,2,4,4,4,4,3,3,4,4,2,5,Male,Male,college degree,college degree,college degree,Russia,Mexico,India,Germany,Russia,India,broken English,broken English,no prior conviction,no prior conviction,naturalized,naturalized
100,393,email,1,7.818,9.774,10.53,3,1,1,1,1,0,2,1,3,10,1,1,2,3,1,2,1,2,1,1,2,2,1,2,90,100,100,100,100,3,4,2,1,2,1,2,2,4,2,2,1,1,Female,Female,college degree,no high school,high school diploma,Mexico,India,Mexico,India,India,Afghanistan,fluent English,broken English,prior conviction (not voting related),prior conviction (not voting related),naturalized,naturalized
100,322,email,1,2.993,2.993,3.727,1,1,1,1,1,0,2,1,3,7,5,3,4,2,2,2,1,2,2,2,1,2,1,2,100,51,50,50,50,2,3,3,3,4,4,2,3,4,2,2,1,1,Female,Female,no high school,no high school,college degree,Mexico,Mexico,China,Russia,Germany,India,broken English,fluent English,no prior conviction,prior conviction (not voting related),not naturalized,not naturalized
100,467,email,1,8.347,8.347,15.876,1,1,1,1,1,0,4,1,3,8,5,4,2,3,2,2,2,2,2,1,1,2,1,1,100,81,81,81,81,3,5,3,3,5,4,2,3,3,2,4,1,4,Female,Female,no high school,no high school,high school diploma,China,Russia,Afghanistan,China,Germany,Germany,broken English,broken English,no prior conviction,no prior conviction,not naturalized,naturalized
100,321,email,1,13.445,13.445,14.416,1,1,1,1,1,0,2,1,3,1,5,4,2,2,1,1,2,1,1,1,2,2,1,2,50,50,50,50,50,4,4,4,4,5,4,2,3,4,3,4,2,5,Male,Female,no high school,college degree,no high school,Afghanistan,India,China,Afghanistan,Germany,Germany,broken English,fluent English,prior conviction (not voting related),no prior conviction,naturalized,not naturalized
100,371,email,0.899999976,5.69,5.69,6.502,1,1,0,1,1,0,3,1,2,4,4,2,2,2,2,2,2,1,2,2,1,1,2,2,83,90,90,80,85,2,2,2,2,4,1,3,1,4,2,2,1,1,Male,Female,college degree,high school diploma,college degree,Germany,India,Afghanistan,Russia,Germany,Russia,broken English,broken English,prior conviction (not voting related),prior conviction (not voting related),not naturalized,naturalized
100,64108,email,1,11.63,3508.488,3510.78,8,1,1,1,4,0,3,1,3,1,7,3,7,1,1,1,2,1,1,2,2,1,1,2,89,2,15,5,1,2,4,2,5,5,5,4,2,4,4,2,3,3,Female,Male,high school diploma,college degree,high school diploma,Afghanistan,Mexico,Russia,China,Germany,Mexico,fluent English,fluent English,prior conviction (not voting related),no prior conviction,not naturalized,naturalized
100,591,email,1,31.113,51.049,57.809,3,1,1,1,1,1,3,1,2,7,7,4,1,3,2,2,1,1,1,2,1,1,2,2,80,80,80,80,60,2,3,2,4,4,3,4,2,5,2,2,1,4,Female,Female,no high school,college degree,no high school,Germany,Germany,Russia,India,Germany,Afghanistan,fluent English,broken English,no prior conviction,no prior conviction,naturalized,naturalized
100,395,email,1,12.168,12.168,13.132,1,1,0,1,1,0,2,1,2,9,3,2,11,1,2,1,1,1,2,1,1,1,1,2,35,100,100,100,100,2,3,3,2,1,1,5,2,5,4,4,2,4,Female,Male,high school diploma,high school diploma,no high school,Afghanistan,Russia,Russia,India,Afghanistan,Russia,broken English,fluent English,no prior conviction,prior conviction (not voting related),not naturalized,naturalized
100,356,email,0.899999976,23.482,30.932,34.789,2,1,1,1,1,0,3,1,3,10,5,3,1,2,1,2,1,1,2,2,2,2,1,2,95,95,95,95,70,2,3,2,4,4,3,2,2,4,4,2,2,2,Female,Female,no high school,high school diploma,college degree,Germany,India,India,India,Afghanistan,India,fluent English,fluent English,prior conviction (not voting related),no prior conviction,not naturalized,not naturalized
100,298,email,1,5.654,7.357,8.128,2,1,0,1,1,0,3,1,3,10,6,4,9,1,2,1,2,1,1,1,2,2,1,1,100,70,80,100,100,4,4,4,3,3,4,3,3,4,3,4,2,4,Male,Female,no high school,no high school,no high school,Afghanistan,Germany,China,Mexico,Germany,Germany,broken English,broken English,no prior conviction,no prior conviction,not naturalized,naturalized
100,350,email,0.800000012,6.557,8.171,8.83,3,1,0,1,1,0,4,1,3,1,1,1,8,1,1,1,1,1,2,1,2,2,1,1,100,100,100,100,100,2,3,2,1,1,1,5,4,5,5,4,1,1,Male,Female,college degree,no high school,college degree,Germany,China,Mexico,Mexico,Russia,Russia,broken English,broken English,no prior conviction,prior conviction (not voting related),not naturalized,naturalized
100,395,email,1,3.283,21.043,21.82,7,1,1,1,1,0,3,1,2,1,1,1,9,1,1,2,1,2,1,1,1,2,2,1,41,98,98,98,100,2,4,2,1,1,4,4,2,4,4,2,2,4,Female,Male,high school diploma,no high school,high school diploma,Afghanistan,Russia,Mexico,Mexico,Afghanistan,Germany,broken English,broken English,no prior conviction,prior conviction (not voting related),naturalized,not naturalized
100,314,email,0.899999976,4.685,4.685,5.658,1,1,0,1,1,0,4,1,3,10,2,1,2,2,2,2,1,2,2,1,2,1,2,1,66,49,36,36,39,3,2,2,4,3,2,5,4,5,5,5,2,5,Female,Female,high school diploma,college degree,high school diploma,India,Germany,Germany,China,China,India,broken English,broken English,prior conviction (not voting related),no prior conviction,naturalized,not naturalized
100,793,email,0.899999976,6.602,6.602,7.393,1,1,1,1,2,0,3,1,3,5,4,3,9,2,1,2,1,1,2,1,1,2,2,2,50,50,50,50,50,2,3,2,3,4,3,4,3,4,2,4,3,3,Female,Female,high school diploma,high school diploma,college degree,Afghanistan,Germany,Germany,Germany,India,Germany,fluent English,fluent English,prior conviction (not voting related),no prior conviction,naturalized,naturalized
100,655,email,1,3.561,3.561,4.461,1,1,0,1,4,0,3,1,3,1,1,1,11,1,1,2,2,1,2,1,2,1,2,2,85,100,100,100,100,2,2,2,1,1,1,4,4,3,4,1,1,1,Female,Male,high school diploma,college degree,college degree,Russia,India,Germany,Afghanistan,Mexico,Afghanistan,broken English,fluent English,prior conviction (not voting related),no prior conviction,not naturalized,not naturalized
100,818,email,1,17.923,17.923,19.375,1,1,1,1,1,0,3,1,3,1,2,2,11,1,2,2,2,1,2,2,1,1,1,2,100,100,100,100,100,1,3,3,3,1,2,3,2,4,2,2,1,1,Female,Male,college degree,high school diploma,college degree,India,Afghanistan,India,Afghanistan,Mexico,Germany,fluent English,broken English,no prior conviction,prior conviction (not voting related),naturalized,naturalized
100,507,email,1,4.606,4.606,5.673,1,1,0,2,1,0,4,1,2,2,4,1,10,2,1,1,2,1,1,1,2,2,1,2,65,65,65,65,65,4,5,2,2,2,1,5,5,4,5,4,2,3,Male,Female,college degree,no high school,no high school,Germany,Afghanistan,China,Germany,Afghanistan,Mexico,broken English,broken English,no prior conviction,no prior conviction,naturalized,naturalized
100,623,email,1,8.957,8.957,10.016,1,1,0,1,2,0,2,1,2,5,3,4,5,4,2,1,1,2,2,2,1,1,1,2,32,100,100,68,100,1,3,2,1,3,1,4,4,4,2,3,3,4,Female,Male,college degree,high school diploma,high school diploma,India,China,Mexico,India,Afghanistan,China,broken English,fluent English,no prior conviction,no prior conviction,naturalized,not naturalized
100,438,email,,16.524,18.127,18.83,2,1,0,1,1,0,3,1,3,1,5,3,1,4,1,2,1,1,2,1,1,2,2,2,88,86,74,54,41,3,4,4,4,5,2,3,2,5,4,4,4,4,Female,Female,no high school,college degree,college degree,Afghanistan,India,Russia,Mexico,Germany,India,fluent English,broken English,no prior conviction,no prior conviction,naturalized,naturalized
100,379,email,1,3.201,3.201,4.488,1,1,0,1,6,1,3,1,2,1,3,2,2,4,1,1,1,2,1,1,2,1,2,2,100,100,100,100,100,1,3,2,1,1,1,5,2,3,4,3,4,4,Female,Female,high school diploma,high school diploma,no high school,Russia,China,Afghanistan,Germany,Russia,Germany,fluent English,broken English,prior conviction (not voting related),no prior conviction,naturalized,naturalized
100,240,email,0.899999976,3.6,5.335,6.652,3,1,1,1,4,0,2,1,7,1,4,3,11,1,1,1,2,2,2,2,1,1,2,2,27,74,71,60,70,3,2,3,3,3,3,3,3,3,3,3,3,3,Female,Male,no high school,high school diploma,high school diploma,Germany,Mexico,Mexico,Mexico,China,Germany,broken English,broken English,no prior conviction,no prior conviction,naturalized,naturalized
100,294,email,1,11.625,11.625,13.159,1,1,1,1,1,0,2,1,3,1,7,4,4,3,2,1,1,2,2,2,1,2,2,1,100,100,100,100,100,3,3,3,2,5,4,5,4,4,4,2,2,4,Male,Male,college degree,college degree,no high school,Mexico,Germany,Germany,India,India,China,broken English,fluent English,prior conviction (not voting related),no prior conviction,not naturalized,not naturalized
100,3342,email,0.899999976,13.453,15.459,16.889,3,1,0,1,2,0,3,1,2,10,1,2,2,1,1,1,2,1,2,2,2,1,1,1,60,100,100,100,100,2,3,1,2,2,2,2,4,5,4,3,3,3,Male,Female,no high school,college degree,no high school,Russia,Mexico,Russia,India,Mexico,Germany,fluent English,broken English,prior conviction (not voting related),prior conviction (not voting related),not naturalized,naturalized
100,504,email,0.899999976,5.926,38.065,39.04,4,1,1,1,1,0,2,1,2,1,5,3,2,4,2,1,1,2,2,1,2,2,1,2,65,83,74,75,72,2,2,2,3,4,3,4,2,4,2,4,2,4,Female,Female,no high school,no high school,high school diploma,India,Germany,India,Germany,China,Mexico,fluent English,fluent English,prior conviction (not voting related),no prior conviction,naturalized,not naturalized
100,579,email,0.899999976,3.645,3.645,9.165,1,1,1,1,4,0,2,1,3,4,4,3,7,4,2,1,1,2,2,1,2,1,1,1,50,50,50,77,71,2,3,3,2,3,1,3,3,4,4,2,1,2,Male,Female,no high school,no high school,no high school,Mexico,Germany,Mexico,India,Germany,India,broken English,broken English,no prior conviction,prior conviction (not voting related),not naturalized,not naturalized
100,288,email,0.699999988,2.794,2.794,4.074,1,1,0,1,1,0,3,1,3,10,2,2,11,1,1,2,2,2,1,2,1,1,2,1,100,100,100,100,100,2,4,2,2,2,2,4,1,4,3,4,2,4,Male,Female,no high school,no high school,college degree,China,Afghanistan,Mexico,Afghanistan,India,India,fluent English,broken English,no prior conviction,prior conviction (not voting related),naturalized,not naturalized
100,686,email,1,4.194,4.194,5.332,1,1,1,1,1,0,3,1,2,10,5,4,1,4,2,2,2,2,2,2,2,1,1,1,100,100,100,100,100,2,4,2,2,4,3,4,5,5,4,1,1,2,Male,Female,no high school,no high school,high school diploma,Germany,Mexico,Russia,Mexico,China,Germany,broken English,broken English,no prior conviction,prior conviction (not voting related),naturalized,naturalized
100,541,email,1,38.021,76.39,78.337,11,1,1,2,1,0,3,1,2,2,3,3,11,1,1,2,1,2,2,1,1,1,1,1,50,50,50,50,50,2,3,2,3,2,2,4,3,4,3,3,1,1,Male,Female,no high school,high school diploma,high school diploma,Russia,Afghanistan,Russia,Mexico,India,Russia,fluent English,broken English,no prior conviction,no prior conviction,naturalized,not naturalized
100,296,email,0.899999976,8.108,14.412,16.769,4,1,1,1,1,0,2,1,3,10,4,1,9,1,2,2,2,2,2,1,2,2,1,1,100,100,100,100,100,2,3,2,2,3,2,5,2,5,2,2,2,1,Male,Female,no high school,high school diploma,college degree,China,Germany,China,Afghanistan,Mexico,Afghanistan,broken English,fluent English,prior conviction (not voting related),prior conviction (not voting related),naturalized,naturalized
100,186,email,0.899999976,8.967,10.102,11.039,3,1,1,1,4,0,2,1,3,1,4,3,6,3,1,2,2,1,1,2,1,1,1,2,48,49,63,51,53,3,2,3,2,3,3,4,2,3,3,3,3,2,Male,Male,no high school,no high school,no high school,Russia,Germany,Russia,Germany,Germany,Afghanistan,fluent English,fluent English,prior conviction (not voting related),prior conviction (not voting related),naturalized,naturalized
100,656,email,1,6.143,11.135,12.183,3,1,0,1,4,0,3,1,3,7,4,2,7,4,2,1,2,1,2,2,1,1,2,2,50,50,50,60,55,2,1,2,2,3,3,3,3,3,3,1,1,1,Female,Male,no high school,no high school,college degree,Mexico,China,China,India,India,Germany,broken English,fluent English,no prior conviction,no prior conviction,naturalized,not naturalized
100,990,email,1,14.082,29.578,30.551,2,1,1,1,1,0,3,1,2,2,2,2,11,2,1,2,1,1,1,2,2,2,1,2,100,100,100,100,100,1,1,2,3,2,1,5,4,4,4,2,2,2,Male,Male,high school diploma,college degree,college degree,India,India,China,Germany,Mexico,Afghanistan,broken English,broken English,prior conviction (not voting related),prior conviction (not voting related),naturalized,naturalized
100,856,email,0.899999976,5.885,5.885,7.247,1,1,1,1,1,0,4,1,3,2,4,1,9,1,1,1,1,1,1,2,1,2,2,1,30,100,100,100,100,4,4,4,1,1,1,5,5,5,5,2,1,1,Male,Male,college degree,high school diploma,college degree,Russia,China,India,Mexico,Russia,Russia,fluent English,fluent English,no prior conviction,prior conviction (not voting related),naturalized,not naturalized
100,282,email,1,34.297,34.297,35.315,1,1,1,1,1,0,3,1,3,10,3,3,11,1,1,2,2,1,1,2,2,1,2,1,49,75,88,74,83,2,3,3,3,2,1,5,4,2,4,2,1,1,Female,Female,college degree,high school diploma,college degree,Russia,China,Russia,Mexico,Mexico,Afghanistan,fluent English,fluent English,no prior conviction,prior conviction (not voting related),naturalized,not naturalized
100,277,email,1,2.827,2.827,3.658,1,1,0,1,1,0,3,1,3,10,4,2,9,2,1,1,1,1,2,2,1,1,2,1,50,50,50,50,50,3,3,3,3,3,3,4,3,5,3,3,2,5,Female,Male,high school diploma,high school diploma,high school diploma,Mexico,Afghanistan,Mexico,Mexico,Afghanistan,Mexico,broken English,broken English,no prior conviction,no prior conviction,not naturalized,naturalized
100,339,email,1,3.009,3.009,4.019,1,1,0,1,4,0,2,1,3,8,1,2,5,3,2,2,1,1,2,2,2,1,1,2,65,100,100,100,100,3,4,4,1,1,1,3,3,4,3,2,1,2,Male,Male,no high school,high school diploma,high school diploma,China,India,Afghanistan,Russia,Russia,Afghanistan,broken English,fluent English,no prior conviction,no prior conviction,naturalized,naturalized
100,297,email,1,8.863,10.129,11.03,3,1,0,1,1,0,3,1,2,10,1,1,4,4,2,2,1,1,2,1,1,1,2,1,55,100,100,100,100,5,5,4,1,2,1,2,3,4,5,4,1,1,Female,Female,high school diploma,college degree,college degree,China,Germany,Afghanistan,India,Germany,Mexico,broken English,broken English,no prior conviction,no prior conviction,not naturalized,not naturalized
100,410,email,0.899999976,8.618,10.959,13.83,2,1,0,1,1,0,2,1,3,1,3,3,2,3,2,1,1,2,1,2,2,1,1,1,96,80,18,35,19,2,3,2,5,4,4,5,4,5,4,4,2,2,Female,Female,no high school,no high school,high school diploma,Germany,China,Afghanistan,Germany,India,Germany,fluent English,fluent English,no prior conviction,prior conviction (not voting related),not naturalized,not naturalized
100,440,email,1,3.49,7.074,7.781,3,1,1,1,1,0,3,1,3,10,7,4,1,4,1,1,1,2,1,2,2,2,1,1,0,100,100,80,100,1,2,2,1,4,1,5,5,5,5,5,1,5,Male,Male,college degree,college degree,high school diploma,Russia,China,Russia,India,China,China,fluent English,broken English,prior conviction (not voting related),prior conviction (not voting related),naturalized,naturalized
100,652,email,1,1.654,5.208,6.163,6,1,1,1,1,0,3,1,3,1,1,2,2,3,2,2,1,2,1,2,1,1,1,1,62,86,86,83,89,2,3,3,3,4,1,4,2,4,4,2,2,2,Male,Female,no high school,high school diploma,college degree,Afghanistan,Russia,Afghanistan,Germany,China,Afghanistan,fluent English,broken English,no prior conviction,prior conviction (not voting related),naturalized,naturalized
100,218,email,1,5.8,7.435,8.732,4,1,0,1,1,0,5,1,1,2,1,2,11,2,1,2,1,1,2,2,1,1,2,1,51,53,51,50,100,1,1,2,2,3,3,4,2,5,4,3,3,3,Female,Male,no high school,high school diploma,high school diploma,Russia,China,Germany,India,Afghanistan,Germany,broken English,broken English,prior conviction (not voting related),no prior conviction,naturalized,not naturalized
100,309,email,0.899999976,2.32,3.891,4.541,2,1,0,1,1,0,3,1,3,10,3,2,4,2,1,1,2,1,1,1,1,2,2,2,100,100,100,100,70,2,4,3,2,2,2,2,3,3,2,4,2,3,Male,Female,no high school,college degree,high school diploma,Russia,Mexico,Germany,Mexico,Mexico,China,fluent English,broken English,prior conviction (not voting related),prior conviction (not voting related),not naturalized,not naturalized
100,923,email,1,5.311,5.311,6.903,1,1,0,1,1,0,3,1,3,4,2,2,2,3,2,2,1,1,1,1,2,2,1,2,86,100,100,100,100,2,2,3,2,3,2,4,1,4,4,2,3,4,Female,Male,high school diploma,college degree,high school diploma,Mexico,Germany,Germany,Mexico,India,Afghanistan,broken English,fluent English,prior conviction (not voting related),prior conviction (not voting related),not naturalized,naturalized
100,14696,email,1,14.699,14.699,15.669,1,1,0,1,4,0,3,1,3,9,6,3,11,1,1,2,1,1,2,1,1,2,2,2,55,31,0,52,0,3,3,3,3,4,4,4,2,1,1,2,1,2,Male,Female,high school diploma,college degree,college degree,India,Mexico,China,India,India,Russia,fluent English,broken English,prior conviction (not voting related),no prior conviction,not naturalized,not naturalized
100,665,email,1,3.062,4.682,6.531,4,1,1,1,4,0,2,1,3,9,3,2,7,3,1,2,2,2,1,2,1,2,1,1,50,50,50,50,50,2,3,2,2,2,2,3,4,4,4,2,2,2,Male,Female,college degree,no high school,no high school,Germany,India,China,Mexico,China,Russia,broken English,broken English,prior conviction (not voting related),prior conviction (not voting related),not naturalized,not naturalized
100,307,email,1,2.267,6.677,7.301,4,1,0,1,1,0,2,1,3,10,4,3,4,3,1,1,1,2,1,2,1,2,2,2,50,50,50,50,50,2,3,2,2,2,1,2,2,4,4,2,1,1,Male,Male,college degree,no high school,college degree,Russia,India,Mexico,Afghanistan,China,Russia,fluent English,broken English,prior conviction (not voting related),prior conviction (not voting related),naturalized,naturalized
100,7452,email,0.899999976,0.46,3.568,4.366,4,1,0,1,1,0,3,1,2,1,6,4,1,4,2,1,2,1,2,1,2,2,2,1,100,100,100,100,100,2,4,4,2,,5,5,1,5,4,5,1,5,Female,Female,high school diploma,high school diploma,high school diploma,Germany,Mexico,India,India,Mexico,Afghanistan,broken English,fluent English,no prior conviction,no prior conviction,naturalized,not naturalized
100,565,email,0.899999976,8.67,10.535,11.24,2,1,0,1,1,0,3,1,3,7,1,1,11,1,1,1,1,1,2,1,1,2,2,1,50,50,50,50,50,2,3,2,1,1,1,4,4,4,4,3,2,2,Female,Male,no high school,high school diploma,college degree,Mexico,Afghanistan,Germany,India,Russia,China,fluent English,fluent English,prior conviction (not voting related),no prior conviction,naturalized,not naturalized
100,394,email,0.899999976,11.844,11.844,12.789,1,1,0,1,1,0,3,1,3,10,5,4,1,4,1,2,1,1,2,1,2,1,1,2,90,90,90,90,70,2,5,2,3,4,2,4,3,4,2,3,2,4,Female,Female,no high school,high school diploma,high school diploma,Mexico,Russia,India,China,Russia,China,fluent English,fluent English,prior conviction (not voting related),no prior conviction,naturalized,naturalized
100,416,email,1,12.384,14.688,16.066,2,1,1,1,1,0,3,1,2,10,4,2,11,1,1,1,1,1,1,2,2,2,2,1,100,100,100,100,100,2,4,2,1,1,3,5,2,4,4,1,3,3,Female,Male,high school diploma,high school diploma,no high school,Mexico,China,Germany,India,Russia,Germany,broken English,fluent English,no prior conviction,prior conviction (not voting related),not naturalized,naturalized
100,455,email,0.899999976,7.933,8.891,10.464,2,1,0,1,2,0,2,1,3,2,1,2,1,4,1,1,1,1,1,2,2,1,2,1,10,85,15,30,15,2,3,2,3,4,2,4,3,4,3,2,1,2,Male,Male,high school diploma,no high school,high school diploma,Russia,Mexico,Mexico,China,India,India,fluent English,broken English,prior conviction (not voting related),prior conviction (not voting related),not naturalized,naturalized
100,321,email,0.899999976,4.223,5.583,6.557,3,1,0,1,1,0,3,1,3,1,7,4,10,3,2,1,2,1,2,2,1,2,1,2,100,80,50,50,50,2,1,2,3,4,5,5,1,5,5,4,2,5,Male,Male,college degree,college degree,no high school,India,Mexico,Russia,Mexico,Russia,China,broken English,broken English,prior conviction (not voting related),prior conviction (not voting related),not naturalized,not naturalized
100,393,email,0.899999976,2.874,4.665,5.488,3,1,0,1,1,0,3,1,3,1,6,3,2,1,1,1,1,1,1,1,1,1,1,2,83,50,23,1,50,2,3,2,4,4,4,3,5,5,4,3,2,2,Female,Female,college degree,college degree,no high school,India,Germany,India,Mexico,Mexico,Germany,broken English,fluent English,prior conviction (not voting related),prior conviction (not voting related),not naturalized,naturalized
100,598,email,1,11.541,17.667,19.25,5,1,0,1,4,0,2,1,3,9,4,2,7,2,2,1,2,1,2,2,2,2,2,2,90,90,90,90,90,3,2,3,2,3,3,4,4,5,4,4,3,3,Male,Male,no high school,college degree,no high school,Mexico,Mexico,Russia,India,Russia,Afghanistan,broken English,broken English,no prior conviction,no prior conviction,naturalized,not naturalized
100,1006,email,0.899999976,11.659,11.659,13.53,1,1,0,1,4,0,2,1,3,6,4,3,10,3,1,2,1,2,2,2,1,1,2,2,100,100,100,100,100,3,4,3,2,3,4,2,2,2,2,1,1,1,Male,Male,high school diploma,high school diploma,college degree,Germany,Afghanistan,Germany,Germany,Afghanistan,India,fluent English,fluent English,no prior conviction,no prior conviction,naturalized,naturalized
100,324,email,1,6.688,8.212,9.138,2,1,0,1,4,0,3,1,3,10,4,3,9,1,2,1,2,1,2,1,2,2,2,1,100,100,100,100,100,2,3,3,1,2,1,4,4,4,4,4,2,2,Male,Female,college degree,college degree,no high school,Russia,India,India,Afghanistan,China,India,fluent English,broken English,no prior conviction,prior conviction (not voting related),naturalized,not naturalized
100,382,email,1,70.219,70.219,71.185,1,1,1,1,1,0,2,1,3,4,4,1,8,1,2,2,2,1,1,2,1,2,1,2,50,67,50,49,80,1,2,2,1,1,1,5,3,5,4,3,2,3,Male,Male,high school diploma,high school diploma,no high school,China,Afghanistan,India,Mexico,Afghanistan,Mexico,fluent English,fluent English,no prior conviction,no prior conviction,naturalized,naturalized
100,400,email,0.899999976,11.898,11.898,12.899,1,1,0,1,1,0,3,2,3,2,2,2,11,1,2,2,1,1,2,1,2,2,1,2,49,50,83,50,70,2,4,2,1,1,1,4,4,4,3,2,2,2,Male,Female,high school diploma,college degree,college degree,China,Russia,China,Mexico,Mexico,Russia,fluent English,broken English,no prior conviction,no prior conviction,naturalized,not naturalized
100,239,email,1,4.107,4.107,5.141,1,1,0,1,1,0,3,1,3,10,1,2,2,2,1,2,2,1,1,2,1,2,2,2,100,100,100,100,100,3,2,2,2,2,3,3,2,5,4,2,1,2,Female,Female,college degree,college degree,college degree,China,Germany,China,China,Mexico,Afghanistan,broken English,broken English,prior conviction (not voting related),no prior conviction,naturalized,not naturalized
77,260301,email,0.899999976,3.704,3.704,4.501,1,1,1,1,1,0,3,1,2,2,5,4,11,1,2,2,1,2,1,2,2,1,2,2,100,100,100,100,100,3,5,4,3,4,3,,,,,,,,Female,Male,college degree,high school diploma,no high school,Afghanistan,Germany,Mexico,Russia,Afghanistan,Russia,fluent English,fluent English,no prior conviction,prior conviction (not voting related),naturalized,naturalized
