"Duration..in.seconds.","Finished","consent","state","gender","age","pid7","employment_status","employment_type","income","educ","ideo5","race","race_commitment","citizenship","american_commitment","other_commitment","expert_mistrust1","expert_mistrust2","attention_check1","authoritarianism1","authoritarianism2","authoritarianism3","authoritarianism4","ethnocentrism_1","ethnocentrism_2","ethnocentrism_3","ethnocentrism_4","ethnocentrism_5","ethnocentrism_6","stereotype_lazy_1","stereotype_lazy_2","stereotype_lazy_3","stereotype_lazy_4","stereotype_lazy_5","stereotype_lazy_6","stereotype_violent_1","stereotype_violent_2","stereotype_violent_3","stereotype_violent_4","stereotype_violent_5","stereotype_violent_6","stereotype_unintelli_1","stereotype_unintelli_2","stereotype_unintelli_3","stereotype_unintelli_4","stereotype_unintelli_5","stereotype_unintelli_6","egalitarianism1","egalitarianism2","egalitarianism3","attention_check2","monitor1","monitor2","monitor3","anti.elitism1","anti.elitism2","anti.elitism3","attention_check3","mcheck_open","mcheck_closed","persuasion_check","threat_check","diversity1","diversity2","diversity3","diversity4","diversity5","diversity6","MC_cultural1","MC_cultural2","MC_cultural3","MC_cultural4","MC_social1","MC_social2","MC_social3","MC_social4","MC_diversitycons1","MC_diversitycons2","MC_diversitycons3","MC_diversitycons4","MC_equity1","MC_equity2","MC_equity3","MC_equity4","open_ended","respondent_reaction","exp_condition"
825,1,1,33,1,1,4,1,1,4,6,3,2,4,1,4,NA,2,2,70,0,0,0,0,80,100,20,50,60,60,3,1,6,3,3,1,5,1,7,5,1,3,3,1,6,3,3,5,3,3,2,1,2,4,3,4,5,4,5,"Diverse groups will be better off depending on each other as communities.",1,3,2,2,2,2,2,5,5,3,3,5,3,4,2,2,3,5,5,3,3,4,4,4,4,"","","TreatmentA-SoftSell"
1358,1,1,5,0,2,1,1,1,6,5,2,2,4,1,3,NA,4,5,72,0,0,0,0,80,90,80,60,80,70,3,2,3,3,3,1,3,2,4,4,3,3,3,1,4,4,4,3,2,2,2,1,1,3,3,4,4,2,5,"The writer believes that it is better for people of different cultures/races to live in their own groups. Genetically and culturally, every group is different and it only causes conflict when we live together.",2,1,1,1,1,1,1,4,2,1,1,2,1,2,2,1,2,2,3,2,2,1,1,2,2,"I don't think there would be an issue with this, if anything the sense of community could be stronger since neighbors could relate better to each other. Especially the older generations that don't speak English for example, can communicate with each other and forge friendships.","I thought it was unnecessary and something I didn't agree with. Yes, people born from different races think different and could genetically be different but that's what helps build communities and solve problems. Different ways of thinking can be good if we would all just listen to each other.","TreatmentB-HardSell"
666,1,1,39,1,2,4,2,0,1,3,1,4,5,1,5,NA,2,2,72,0,1,0,0,80,80,70,70,80,80,3,3,4,3,5,1,3,1,6,6,3,2,3,1,5,5,5,3,1,2,1,1,2,4,2,5,4,4,5,"Diversity will continue happening, and it is important that we come together and make conditions equal for everyone.",3,3,1,1,1,1,1,2,1,1,1,2,1,5,1,1,1,2,2,1,2,1,1,1,1,"I'm ok. I simply want to be an area where people enjoy each other's presence, regardless of background or traditions. I would enjoy it.","I'm not too shocked, because I already believe in equalizing everyone's chances at life.","TreatmentC-ProDiversity"
974,1,1,5,1,2,1,3,NA,2,3,1,4,3,1,2,NA,2,3,72,0,0,0,0,30,100,30,80,70,50,6,7,2,5,5,6,6,1,7,3,2,4,5,1,6,3,4,3,1,1,1,1,2,3,2,2,5,4,5,"Racial diversity is good as it creates a more fair and equal world. Diversity in the workplace means a more diverse set of skills and thoughts. Immigration will continue to make our country more diverse and we should approach them with open arms so that we may learn and grow with them which will help enrich all our lives.",3,3,1,1,3,1,1,3,4,1,2,3,1,3,1,1,2,4,2,2,3,1,1,1,1,"To me, I think it's fine either way. I do personally feel it's easier to live in a community if everyone around me shares my racial background, culture, etc, as this makes it easier for people to feel welcome and approachable. ","I agreed with it overall, I thought it was fair and easy to read.","TreatmentC-ProDiversity"
2571,1,1,14,1,2,2,1,1,2,3,4,4,2,1,3,NA,2,3,72,0,0,0,0,30,40,30,20,30,20,3,2,3,3,3,3,6,5,6,5,5,7,3,2,3,2,4,4,2,2,2,1,2,3,2,5,5,4,5,"The passage was an informative article about Adelie penguins and gave multiple facts about them, such as that they were named after the wife of the French explorer who discovered them and that the penguin resemble Pingu.",4,3,1,3,2,1,2,4,4,2,2,1,2,4,2,4,2,4,3,2,3,3,2,2,2,"","","Control"
980,1,1,14,1,3,2,1,1,6,5,2,4,4,1,3,NA,1,4,70,0,0,0,0,90,90,80,80,80,90,2,3,6,5,7,1,2,1,5,6,2,1,2,1,5,3,6,4,2,2,1,1,1,1,2,5,4,4,5,"Having diversity and inclusion makes the whole society better. It allows everyone to grow together and learn from other cultures like those brought from immigrants. ",3,3,1,1,1,1,1,1,2,1,1,1,2,3,2,1,1,1,4,1,1,1,1,1,1,"It’s comforting but you need some diversity to grow and know your own thoughts are not the only way. ","It was kind of generic. Good overall intro to the topic but generic. ","TreatmentC-ProDiversity"
1963,1,1,10,0,2,4,4,NA,2,6,3,2,4,0,NA,4,3,4,72,1,1,1,1,70,80,40,50,60,60,2,1,1,2,2,1,1,1,2,2,2,1,3,3,2,2,2,2,4,4,2,1,1,3,2,4,4,1,5,"Penguins were first found in 1840 by a French explorer named Jules Dumont d’Urville.

He named them after his wife, Adèle.

These penguins are called Adélie penguins.

They are the smallest kind in Antarctica.

They are about 70cm tall and weigh 3 to 8kg.

Their heads, backs, and throats are black, and their bellies are white.

They have white rings around their black eyes, like the cartoon penguin Pingu.",4,2,1,3,2,2,2,3,4,2,4,4,2,4,2,2,2,2,2,2,4,2,4,2,2,"Living in a community where most people share the same racial background can feel comfortable. People may have the same traditions, language, and way of life. This can help them understand each other easily. It can also create a strong sense of belonging.","it felt like a mix of science and storytelling, which made it enjoyable.","Control"
718,1,1,38,0,1,2,1,1,4,5,2,2,3,1,2,NA,2,4,72,0,0,0,0,70,100,70,70,90,90,2,1,3,3,3,2,3,1,5,3,2,3,3,1,5,3,5,3,2,2,1,1,2,3,2,3,5,3,5,"Adelie penguins were discovered by a French explorer who named the penguin after his wife. They are the smallest species of penguin. The have a black head and a solid white eye ring with a black iris.",4,4,1,1,2,1,1,3,1,2,1,1,2,3,1,1,2,1,4,1,1,1,1,1,1,"I think it’s fine, but residents don’t gain by that.","The penguin commentary was interesting and I would like to see one.","Control"
1123,1,1,33,1,2,3,2,1,4,5,3,2,2,1,2,NA,2,3,72,0,0,0,0,70,80,60,60,60,60,2,2,3,3,3,1,3,2,5,4,3,4,3,2,5,4,4,3,2,2,2,1,2,3,2,5,2,3,5,"What I just read is essentially that racial diversity makes for a more equal society. A mixing of cultures ""improves"" our culture. ",3,2,1,2,2,1,1,4,3,1,2,2,2,1,2,3,3,4,3,3,4,2,2,2,2,"I feel like it might be comfortable as there would be much less racism and likely more unity. But I do think it would lack differing perspectives to an extent and it's sad to imagine a homogenous community that lacks the diversity that I currently live in. ","I mostly agreed with it but I have heard some theories that homogenous countries are more peaceful and united. Looking at some of those homogenous countries, I know that not everything is perfect but there's such a large divide in America that goes beyond politics. There's always been some pretty heavy racism in America and I'm starting to think it's just part of human nature. Maybe future generations can prove this theory wrong, but only time will tell. ","TreatmentC-ProDiversity"
2583,1,1,32,0,2,2,1,0,2,2,1,8,2,1,2,NA,2,2,51,0,1,0,0,90,90,90,60,90,100,1,1,1,7,1,1,1,1,1,6,1,1,2,2,2,6,2,1,1,1,1,1,3,4,4,4,5,4,5,"These penguins were discovered in 1940 and have eyes like Pingu.",4,5,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"It would be boring and unamerican. america is meant to be a melting pot and if you don't have friends with a variety of backgrounds you end up weird,","I want to know more about penguins","Control"
529,1,1,17,1,2,2,1,NA,5,5,2,2,2,1,2,NA,1,2,72,0,0,0,0,50,90,50,50,50,50,2,3,4,6,4,2,3,2,4,4,4,4,4,2,4,3,4,4,1,2,1,1,1,1,1,2,4,4,5,"Racial diversity is bad and has lead to some groups being more advantageous than others. ",2,1,3,1,1,1,1,2,3,2,1,2,1,1,1,1,2,3,2,2,1,1,1,1,1,"I feel like that is fine and nothing wrong with it as long as it is not forced. Diversity is good and diverse communities are good for the country. ","I thought that excerpt was ignorant saying certain racial groups were inferior to others.  ","TreatmentB-HardSell"
4073,1,1,45,0,3,7,1,0,3,2,3,4,5,1,5,NA,3,4,67,1,1,0,1,50,50,50,50,50,50,5,5,5,3,5,5,5,4,7,3,5,7,4,4,4,4,4,4,5,5,1,1,1,4,1,5,4,3,5,"The key points were letting you know how racial the world is and everyone has their own opinion about each other ",3,4,3,1,1,2,3,3,1,1,1,3,3,5,1,1,1,3,5,1,3,1,5,1,1,"","","TreatmentB-HardSell"
1346,1,1,11,1,3,4,1,1,5,5,3,2,1,1,1,NA,3,2,72,1,0,0,0,50,70,60,60,50,50,3,1,4,3,3,1,2,1,4,4,1,2,1,1,1,1,1,1,4,2,2,1,1,3,1,4,5,3,5,"We need address that different groups of people have a different way of life. It should be acknowledged that groups are different and even though immigration is welcome, keeping groups separate is probably better.",1,2,2,1,1,1,1,4,2,2,2,4,1,1,1,1,2,1,2,3,2,1,1,1,1,"I am fine with that as there are shops, foods, language, and culture that you I continue to experience.  But that keeps my world view small.  There is much to learn from everyone of different racial or cultural backgrounds.","It was a bit misguided as the writer stated everyone should stay in their own bubble.  That's the last thing we need as you are creating your own echo chamber and never are exposed to new things.","TreatmentA-SoftSell"
2175,1,1,45,0,6,7,6,NA,2,2,4,4,3,1,5,NA,4,4,72,1,0,1,0,90,90,90,90,90,90,3,2,5,4,5,3,4,1,2,3,2,2,2,1,6,2,4,2,2,2,2,1,1,3,1,4,4,3,5,"Something about racial diversity and it would be better if we all stay within our racial group.  Also promotion of segregation.",1,1,1,1,3,1,1,4,2,2,1,2,3,1,3,1,2,2,2,2,3,1,1,1,1,"If that's what they prefer that is fine.","I think we should not segregate racial groups but not try to change their culture and way of living.  We, Americans are all immigrants and are doing just fine!","TreatmentA-SoftSell"
836,1,1,45,1,3,3,1,1,3,5,2,4,4,1,4,NA,1,2,72,0,0,0,0,100,100,100,100,100,100,7,7,7,7,7,7,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,3,2,3,5,4,2,5,"The key points were the birds features such as white iris with black pupils and black feathers.",4,3,1,1,1,1,1,4,1,2,1,2,1,1,1,1,2,1,4,1,1,2,1,1,1,"I feel that it would lack culture and flavor.","Neutral.","Control"
2055,1,1,33,0,3,6,1,1,4,4,4,4,4,1,4,NA,2,4,72,1,1,0,0,20,30,30,90,80,100,5,3,6,2,3,5,6,5,6,2,3,5,3,4,3,4,5,6,3,4,2,1,1,3,3,2,4,3,5,"Racial diversity has resulted in the dominance of certain groups, with some benefiting while others face disadvantages. Inequalities between groups have been exacerbated by perceives biological differences among racial groups.",2,2,4,2,1,2,2,3,2,2,1,2,3,3,1,1,2,3,2,2,1,1,2,2,1,"It makes it easier to relate with others and live in peace and harmony.","That may be true to some extent, but I believe with intentional effort and addressing the challenges the situation can improve.","TreatmentB-HardSell"
1010,1,1,10,1,3,7,1,1,2,5,4,4,3,1,3,NA,2,4,72,1,1,1,0,10,30,20,60,70,20,3,2,6,3,3,2,7,3,7,3,2,5,6,3,7,3,5,5,1,1,1,1,1,4,2,4,4,4,5,"Adélie penguins were discovered in 1840 by French explorer Jules Dumont d’Urville, who named them after his wife. They are the smallest penguins in Antarctica, standing about 70 cm tall and weighing between 3 to 8 kg. They have black heads, backs, and throats, with white bellies, and are known for their distinctive white eye rings around black irises, giving them a cartoon-like appearance.",4,4,1,2,2,2,2,2,3,2,2,2,2,2,3,2,3,2,2,3,4,3,2,2,2,"The idea of living in a community where most people share similar racial backgrounds can feel comfortable and familiar to some, but it may also limit exposure to diverse perspectives and experiences. Personally, I believe that diversity enriches a community by fostering understanding, empathy, and innovation. While there can be a sense of shared culture in racially similar communities, I value the benefits that come from interacting with people of different backgrounds and believe it leads to a more well-rounded and open-minded society.","I found the commentary about Adélie penguins both informative and charming. It highlighted interesting facts about their discovery, physical characteristics, and even made a fun comparison to a cartoon character, which added a playful touch. The description of their unique eye rings stood out to me—it made them easy to visualize and feel more memorable. Overall, the tone was engaging and the details were clear, making it enjoyable to read.","Control"
1198,1,1,48,1,2,1,1,0,3,4,1,4,4,1,3,NA,2,4,72,0,0,0,0,100,100,100,80,100,100,1,1,1,5,1,1,1,1,1,6,1,1,1,1,1,5,1,1,1,1,1,1,1,2,3,2,5,5,5,"The main idea is that racial diversity makes society fairer and more equal for everyone. The commentary talks about how policies work better when they take into account the different skills and perspectives that people from various backgrounds bring. It also points out that immigration is increasing diversity, and that avoiding these conversations shuts down chances to learn from one another. In the end, it argues that we all gain from living in a society that’s inclusive and respectful of all cultures.",3,4,1,1,1,1,1,4,5,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,"Living in a community with similar racial backgrounds might feel comfortable, but I think diversity brings more opportunities to learn and grow. It makes a community more interesting and open minded.","My reaction to the commentary was positive. I thought it made a strong case for the benefits of diversity and inclusion.","TreatmentC-ProDiversity"
546,1,1,33,0,1,1,1,1,5,5,1,2,5,1,3,NA,4,5,72,0,0,0,1,100,100,100,10,100,100,1,1,1,5,1,1,3,2,3,5,3,4,1,1,1,3,1,1,1,1,1,1,3,1,2,5,4,4,1,"Adelie penguins are pretty unique looking and have black rings around their eyes",4,5,1,1,1,1,1,4,2,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,"I feel okay if they were all my own racial background but if I was an outsider I would feel a little out of place. I value diversity and think it would be a better experience for people in the community If they were exposed to people of different backgrounds","Penguins are pretty cute :) ","Control"
1319,1,1,45,0,4,4,1,1,3,5,3,2,3,1,4,NA,2,4,72,1,1,0,0,30,100,70,80,100,70,4,7,5,6,7,6,5,1,6,3,1,3,1,1,2,2,3,5,1,1,1,1,2,2,2,5,5,5,5,"The penguin was named after the wife of the French explorer. He found their appearance fascinating, their eyes with the colorful ringlet around the socket.",4,5,1,1,1,1,1,4,4,1,1,5,2,5,1,1,1,2,4,2,4,5,5,1,1,"I think having similar racial backgrounds is fine as long as it's not intentionally to segregate and discriminate other groups.","The commentary was interesting and very informative.","Control"
837,1,1,21,0,2,3,5,1,2,6,2,2,4,1,3,NA,1,3,72,0,1,0,0,40,90,30,50,50,50,4,1,5,3,4,1,4,2,5,4,2,3,4,1,5,4,4,4,3,3,4,1,1,4,1,4,4,3,5,"Racial diversity doesn't have a place in our world. It's better to separate ethnicities into ethnic states because trying to impose a uniform standard ignores inherent biological differences",2,2,2,1,1,1,1,4,4,3,2,3,3,3,4,3,4,5,4,4,3,1,1,1,1,"It would definitely make things easier, and I assume that there would be more trust among members of the community. I would feel more at ease if I share the community members' racial backgrounds, and uncomfortable if it was the opposite. ","I didn't have a strong reaction, but I think it's too unrealistic. ","TreatmentB-HardSell"
730,1,1,22,0,2,3,1,1,3,5,2,2,2,1,1,NA,2,5,72,0,0,0,0,100,100,100,100,100,100,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,1,2,2,2,3,3,3,5,"Racial diversity benefits us all. We are all better off when we are exposed to different ways of life.",3,4,1,1,2,1,1,3,2,1,1,3,2,1,1,1,1,1,1,1,1,2,2,2,2,"","","TreatmentC-ProDiversity"
578,1,1,10,1,2,1,1,1,2,5,1,2,3,1,3,NA,2,4,53,0,0,0,0,70,90,70,50,80,80,4,4,4,4,3,2,3,3,3,3,3,3,3,3,3,3,3,3,2,1,2,1,2,2,2,4,4,4,5,"Groups should stay with they're own groups. Implementing policies meant to bring everyone up to same level ignores groups tendencies to lean to certain positions.",1,1,3,3,2,1,1,3,2,1,1,2,1,1,1,1,1,2,2,2,2,1,1,1,1,"I think it leads to homogeneous thinking and ideals. It's boring and uninteresting. ","Frustration, because it makes a jump from different cultures having different ideals, to straight segregation. ","TreatmentA-SoftSell"
618,1,1,5,1,1,4,1,0,6,4,3,2,4,1,4,NA,2,4,72,1,0,1,1,50,90,80,80,50,70,5,1,2,2,4,1,5,5,7,4,4,6,5,7,6,7,3,5,4,1,2,1,2,3,2,1,4,3,5,"Racial diversity has failed which leads to inequality, some groups have more power over others. We should protect everyone's identities no matter what culture they are from ",3,3,1,1,4,1,1,5,4,1,1,2,2,4,4,1,2,4,4,3,1,2,1,1,1,"I would feel comfortable and I think I would get along with most people as we come from similar cultural backgrounds","I thought it was a good idea but it is nearly impossible for everyone to come together to make a change, it is unrealistic ","TreatmentB-HardSell"
663,1,1,5,1,4,4,7,1,2,5,3,2,5,1,4,NA,2,4,72,1,0,0,0,70,100,80,90,90,90,1,1,3,3,4,1,5,1,3,5,4,1,1,1,3,3,4,3,1,2,2,1,1,3,1,5,5,4,5,"This opinion writer/commentator feels we should have independent ethno states because we have biological differences. ",2,1,1,1,1,1,1,2,4,2,3,1,1,3,1,1,1,4,4,4,2,1,1,1,1,"The idea is okay, but homogenous. You would have a worse selection of food choices. The more exposure to different cultures one has, the better their understanding of the world. They also have a chance to eat a variety of food and know people different from them if they live in less homogenous worlds.","The commentator, if real, does not represent an ideal way of thinking. The person sounds like someone unable to understand others. They may need a hug.","TreatmentB-HardSell"
1322,1,1,36,1,1,2,3,NA,3,2,2,4,2,1,3,NA,3,4,46,0,0,1,1,50,60,60,60,60,50,4,4,5,3,4,2,4,2,5,3,4,4,4,4,4,4,4,4,4,1,2,1,1,2,2,4,5,4,5,"the person said that we should not be worrying about equality as many groups of people have different cultures and that they should stay on there own culture so it does not mix with our culture as it wont work ",1,2,1,1,1,1,1,5,2,1,1,2,3,2,1,1,1,4,3,1,1,1,5,1,5,"I feel fine if I were to live in a community that all shares a similar background","at first I agreed to what I read but then on the second have I disagreed as it seemed to get the intention that the person writing that might be a bit racist but I could be wrong. I agreed with what it said to an extent.","TreatmentA-SoftSell"
1233,1,1,5,0,2,1,1,1,4,6,1,4,3,1,2,NA,1,3,56,0,0,0,0,50,80,80,40,90,80,5,7,7,3,6,7,2,2,2,6,2,2,4,4,4,4,4,4,3,2,1,1,2,2,2,1,4,4,5,"The key points where that diversity and inclusion creates stronger view points of understanding of each other. With diverse viewpoints decisions can be made in a way that improves opportunities for all.",1,4,1,1,2,1,1,3,1,2,1,1,1,1,1,1,1,3,2,2,5,1,5,1,1,"I feel a bit uncomfortable because it would not be something I am used to as someone who has lived in a diverse area. I guess it would be interesting to see what that is like but I don't believe that would be something I would want to live. Honestly sounds boring.","I thought it was a good commentary about how diversity is good and why we should embrace it.","TreatmentC-ProDiversity"
1067,1,1,5,1,2,4,1,1,6,4,1,4,5,1,1,NA,2,4,72,0,0,0,0,100,100,100,100,100,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,5,5,5,5,"These penguins look exactly like the cartoon character Pingu as they’re all black with white stomachs. They range from 6 to 18 pounds.",4,5,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,"","","Control"
1354,1,1,17,1,3,7,1,1,5,5,5,4,4,1,5,NA,2,4,69,0,1,1,1,100,100,100,100,100,100,2,2,1,1,1,1,5,3,3,3,1,3,2,2,1,1,1,1,2,2,1,1,3,5,3,1,3,2,5,"Racial diversity means we all live in a society where we get along. We're all better off living in an inclusive society where we can all thrive.",3,3,1,1,1,1,1,4,1,1,1,4,1,1,1,1,1,1,2,1,2,1,1,2,1,"I feel this is not an inclusive society where people are feel to share and practice their cultural heritage. I don't like this situation.","I felt connected to the message and how cultural inclusiveness means we are all free and safe.","TreatmentC-ProDiversity"
706,1,1,5,1,5,2,3,1,6,6,3,2,4,1,4,NA,3,4,72,0,0,0,0,60,70,60,40,60,60,2,2,3,2,4,2,3,2,4,4,3,3,3,3,3,3,4,3,1,2,1,1,2,2,1,1,2,2,5,"The commentary says that embracing diversity has made the country are fairer places to live. It also says that we should be inclusive of other viewpoints to learn from them.",3,3,1,4,1,1,2,2,2,3,1,3,3,4,2,3,2,4,3,3,1,2,2,2,2,"I think that is fair as long as it is a choice and imposed on people - it is a bad thing to force people to live somewhere based on race.  That being said, there needs to be more ways where people of different racial groups can mix freely.","I thought it was very optimistic, giving the current state of the country and the attacks on DEI.","TreatmentC-ProDiversity"
387,1,1,11,0,1,1,2,1,6,3,2,2,2,1,2,NA,2,2,72,0,0,0,0,80,100,80,70,100,100,4,2,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,2,1,2,2,2,4,4,2,5,"Racial diversity and inclusion is important for a healthy society. There is a lot to be learned from different cultures.",3,5,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"I wouldn't oppose living in a community where most share my background but I wouldn't want to live in one where everyone but me shared a background.","I agreed","TreatmentC-ProDiversity"
1209,1,1,5,1,4,5,1,1,6,6,3,4,5,1,5,NA,4,4,72,1,1,1,1,60,80,70,70,80,90,3,6,1,5,2,7,5,6,2,3,6,7,5,6,3,6,3,7,2,1,1,1,3,4,3,4,4,1,5,"The key points of this commentary seemed rude, biased, and incosiderate.  Althought they didn't specifically call out any race, they did state at the end that ""we are better off"" without some people.",3,2,4,2,2,2,2,5,3,3,2,5,3,5,3,2,2,2,2,2,2,5,3,3,3,"Great!  People can be better understanding of each other.  Their community can flourish with opportunities that cater to their needs.","I guess you were trying to determine how we feel about communities with the same cultural background.","TreatmentA-SoftSell"
1636,1,1,45,1,6,5,6,NA,3,5,4,4,2,1,3,NA,4,4,50,0,0,0,0,50,50,50,50,50,50,3,2,2,2,3,2,5,3,3,3,3,3,3,3,3,3,3,3,5,4,2,1,2,3,2,5,5,2,5,"It talked about the challenges of Racial diversity. It was of the opinion that policies meant to address group inequalities make things worse because racial groups naturally lean toward different skills and interests. It stated that other groups weaken our culture and that everyone is better off living in communities with their own kind to protect their way of life.",1,1,1,1,1,2,2,2,4,2,2,4,2,2,2,1,2,3,3,2,3,2,2,1,2,"I think that it makes things simpler for these people. They will feel more comfortable with each other, but they will miss out on other cultures and customs that would give them a wider perspective of the world.","I don't agree that it will weaken our culture to have a diverse environment. They say that we are a melting pot, but I like to think of our country as a stew. This way, a carrot remains a carrot and the potatoes remain a potato. These different ingredients add to the combined flavor while retaining their individuality.","TreatmentA-SoftSell"
2358,1,1,7,1,1,1,2,NA,1,2,1,4,5,1,5,NA,2,5,72,0,0,0,0,100,100,100,100,100,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,3,5,"Diversity occurs from immigration and different cultures, possibly inferior cultures, will ruin ours. Having a conversation about this should not be considered racist.",2,1,1,1,1,1,1,5,1,3,3,2,1,3,1,1,1,1,1,1,1,1,1,1,1,"I feel completely okay with this idea. I do not have a personal preference on the type of community in which I live.","I think the documentary had some possible points but was mostly racist and inconsiderate.","TreatmentB-HardSell"
3715,1,1,5,1,4,7,7,NA,7,3,5,2,1,1,1,NA,3,1,72,1,1,1,1,90,90,90,90,90,90,1,1,1,1,1,1,7,4,4,4,4,4,4,4,4,4,4,4,2,1,1,1,2,4,3,1,3,5,1,"It seems The key points in this were 
that the person writing this doesn’t want people with different race to live in the same location/state based on disadvantages and the mistreatment of these people.",2,3,1,2,5,1,5,2,2,3,3,2,2,2,1,1,3,2,2,3,3,2,4,1,5,"It would sound fine but I won’t mind if it ether way.","My reaction was based on the truth that Jesus is Lord and 
“because, if you confess with your mouth that Jesus is Lord and believe in your heart that God raised him from the dead, you will be saved.”
‭‭Romans‬ ‭10‬:‭9‬ ‭
The reaction was that since Jesus Loves you,
and every race they should be able to live in the same state together.","TreatmentB-HardSell"
714,1,1,12,1,3,1,1,1,5,5,2,2,3,1,3,NA,3,4,72,1,0,1,0,40,80,50,30,50,50,4,3,5,3,4,2,5,3,5,6,4,3,3,3,4,5,4,5,3,4,2,1,2,2,2,4,4,3,5,"That we should stick with our own kind and that immigration is harmful to our existence.",1,2,3,2,2,2,1,2,2,2,1,2,2,1,2,2,2,3,2,3,3,1,4,1,4,"I currently live in a diverse community and have no issues with it. There are good and bad people of all ethnic backgrounds.","It is not a good train of thought to think that certain races will contribute negatively to society. There are many more factors in play than just race like their place in the societal ladder and upbringing. It is more heavily slated toward those that come from bad backgrounds and a higher proportion of them are people of color.","TreatmentB-HardSell"
1234,1,1,33,1,6,6,2,1,2,5,4,4,4,1,4,NA,2,3,72,1,0,1,0,30,50,60,70,50,80,5,2,5,1,6,2,6,3,5,2,3,3,4,3,3,2,5,2,3,4,1,1,2,3,2,2,3,2,5,"The commentary I just read describes racial and cultural diversity as a failed experiment. According to the commentary, some intrinsic factors such a s biological features and inferior lifestyles can never be reconciled with our superior way of life. ",2,1,2,1,1,1,1,2,3,2,1,4,1,3,1,1,1,2,2,2,1,2,2,2,2,"I think I would feel at ease in such a community.","I felt a sense of rejection when I read it.","TreatmentB-HardSell"
2671,1,1,45,1,2,6,1,1,3,5,4,4,4,1,4,NA,3,4,2,0,1,0,0,50,50,50,50,50,50,2,3,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,3,1,2,4,3,5,"Racial diversity has led to challenges, with winners and losers. All the groups have different skills, but this never will end because the immigration.",1,2,3,3,2,2,2,2,3,2,2,4,2,2,2,1,2,3,3,4,3,2,2,3,2,"This may provide a sense of familiarity, but it is important foster a greater understanding of different cultures.","It is a complex topic to address.","TreatmentA-SoftSell"
859,1,1,5,0,2,2,4,NA,4,5,2,4,3,1,1,NA,4,5,72,0,1,0,0,50,50,80,30,50,80,2,2,2,5,2,2,4,5,5,6,2,5,2,2,4,5,4,5,4,1,1,1,1,4,1,1,3,4,1,"Basically was saying how racial groups should stick together and the res no point of racial diversity because they share the same strengths and weakness ",1,1,1,1,2,2,2,1,1,1,1,1,1,1,2,1,3,1,1,1,1,1,1,1,1,"I like it but i also enjoy diverse backgrounds i like the idea that we can all come together","Disgust because just because we are the same ethnicity doesn’t mean we have the same passions or strengths we are still different ","TreatmentA-SoftSell"
379,1,1,5,1,1,2,5,NA,4,5,3,4,4,1,1,NA,3,2,72,1,0,1,0,50,50,50,50,50,50,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,1,1,1,1,1,1,1,5,3,4,5,"racial diversity is good for society as it leads to equal opportunities for all ",3,3,1,5,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,1,1,1,"I am not opposed to it. ","Not much. Obviously diversity is good for society. ","TreatmentC-ProDiversity"
1865,1,1,34,0,1,4,2,NA,3,4,2,4,4,1,2,NA,3,4,72,0,0,0,0,60,80,70,70,80,90,3,2,4,4,2,1,4,2,5,4,2,2,3,2,3,4,2,1,3,1,2,1,3,3,3,4,4,4,5,"Adélie penguins are small, black-and-white Antarctic birds known for their bold and curious personalities and are often waddling around like they run the place. They live in super cold places, build nests out of rocks, and are surprisingly tough for being cute little creatures.",4,4,1,1,1,1,1,2,1,1,1,3,1,1,1,2,1,1,2,1,1,1,1,1,1,"","","Control"
